VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,# CPU,Memory,NICs,Disks,min Required EVC Mode Key ,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VMs,VI SDK Server,VI SDK UUID
ecbrprwe26,poweredOn,False,False,green,ECBRPRWE26,connected,running,green,False,2025-06-21 12:14:26,,2020-06-09 19:16:26,2025-06-21 12:14:25,12,65536,0,3,intel-haswell,normal,True,True,192.168.1.137,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,225293,195645,195631,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe26/ecbrprwe26.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe26/,[DataStore_Aplicacion_1_UIO] ecbrprwe26/,[DataStore_Aplicacion_1_UIO] ecbrprwe26/,,"Wed Jul  9 00:08:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14313,d0a4cb6a-0b05-406d-a390-b63adf09adcd,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe27,poweredOn,False,False,green,ECBRPRWE27,connected,running,green,False,2025-05-18 02:08:00,,2020-08-25 17:06:09,2025-06-19 20:23:34,4,8192,0,2,intel-haswell,normal,True,True,192.168.18.13,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,204803,157048,157044,,,,,,False,10000,10000,False,False,efi,14,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe27_1/ecbrprwe27.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe27_1/,[DataStore_Aplicacion_1_UIO] ecbrprwe27_1/,[DataStore_Aplicacion_1_UIO] ecbrprwe27_1/,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14338,87923e62-d532-425f-aebb-39e4864491c7,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe31,poweredOn,False,False,green,ECBRPRWE31,connected,running,green,False,2025-05-18 02:17:46,,2020-12-01 16:30:29,2025-06-20 19:50:49,4,8192,0,2,intel-haswell,normal,True,True,172.20.115.17,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,204804,91458,91454,,,,,,False,1000,10000,False,False,efi,15,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe31/ecbrprwe31.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe31/,[DataStore_Aplicacion_1_UIO] ecbrprwe31/,[DataStore_Aplicacion_1_UIO] ecbrprwe31/,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14350,ecbfbc0c-eb15-49a6-ad69-779bf091c161,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe32,poweredOn,False,False,green,ECBRPRWE32,connected,running,green,False,2025-05-18 02:11:21,,2021-03-03 17:18:14,2025-06-21 15:50:04,10,12288,0,3,intel-haswell,normal,True,True,172.20.1.244,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,225285,107904,107899,,,,,,False,10000,10000,False,False,efi,15,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe32/ecbrprwe32.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe32/,[DataStore_Aplicacion_1_UIO] ecbrprwe32/,[DataStore_Aplicacion_1_UIO] ecbrprwe32/,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14322,4885f98d-80a4-4e88-860e-dfe55e235a6f,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe33,poweredOn,False,False,green,ECBRPRWE33,connected,running,green,False,2025-05-18 02:14:44,,2021-03-03 17:19:04,2025-07-08 00:49:50,10,12288,0,3,intel-haswell,normal,True,True,172.20.1.245,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,225283,136906,136903,,,,,,False,10000,10000,False,False,efi,15,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe33/ecbrprwe33.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe33/,[DataStore_Aplicacion_1_UIO] ecbrprwe33/,[DataStore_Aplicacion_1_UIO] ecbrprwe33/,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14300,f6357ce9-6834-4435-9f0b-ec9d68e0d94c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe34,poweredOn,False,False,green,ECBRPRWE34,connected,running,green,False,2025-02-15 15:47:50,,2021-04-05 11:19:36,2025-07-02 01:42:37,4,12288,0,3,intel-haswell,normal,True,True,172.20.115.23,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,317444,163467,163462,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe34_1/ecbrprwe34.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe34_1/,[DataStore_Aplicacion_1_UIO] ecbrprwe34_1/,[DataStore_Aplicacion_1_UIO] ecbrprwe34_1/,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14354,2970c02f-3dff-4be1-8418-e08187404dc5,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe35,poweredOn,False,False,green,ecbrprwe35,connected,running,green,False,2025-05-18 02:12:08,,2024-05-16 10:32:53,2025-07-04 10:01:33,2,27648,0,2,intel-haswell,normal,True,True,172.20.115.36,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,409605,72880,72874,,,,,,False,0,10000,False,False,efi,19,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe35/ecbrprwe35.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe35/,[DataStore_Aplicacion_1_UIO] ecbrprwe35/,[DataStore_Aplicacion_1_UIO] ecbrprwe35/,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14607,422e84e9-275f-5875-b52e-f634e360632c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprwe36,poweredOn,False,False,green,ecbrprwe36,connected,running,green,False,2025-05-18 02:12:27,,2024-05-16 11:10:14,2025-06-17 19:42:25,2,27648,0,2,intel-haswell,normal,True,True,172.20.115.37,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,409604,72159,72155,,,,,,False,0,10000,False,False,efi,19,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprwe36/ecbrprwe36.vmx,[DataStore_Aplicacion_1_UIO] ecbrprwe36/,[DataStore_Aplicacion_1_UIO] ecbrprwe36/,[DataStore_Aplicacion_1_UIO] ecbrprwe36/,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14608,422e91cc-3528-29b5-6018-a74def427c8f,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ECBRPRXDR,poweredOn,False,False,green,v1sg.1358fe40,connected,running,green,False,2025-06-17 23:07:01,,2023-10-12 12:14:28,2025-07-07 10:00:42,8,12384,0,1,intel-haswell,normal,,True,172.20.55.112,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,204802,183169,183167,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Ent_UIO] ECBRPRXDR/ECBRPRXDR.vmx,[DataStore_BDD_Ent_UIO] ECBRPRXDR/,[DataStore_BDD_Ent_UIO] ECBRPRXDR/,[DataStore_BDD_Ent_UIO] ECBRPRXDR/,,"Sun Jul  6 12:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx22.bgr.com,CentOS 7 (64-bit),Rocky Linux (64-bit),vm-10172,422e6807-26da-ca1d-0c7b-50ec30a364e7,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap1,poweredOn,False,False,green,Ecbrtsap1.bgr.com,connected,running,green,False,2025-07-07 09:55:59,,2022-07-28 15:55:44,2025-07-07 09:59:01,4,24576,1,2,intel-haswell,normal,True,True,172.20.41.45,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,331878,236096,211418,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap1/ecbrtsap1.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap1/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap1/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap1/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4436,422eb1b7-91f5-d93d-d7f9-e45bf7d34740,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap2,poweredOn,False,False,green,ecbrtsap2.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2020-12-11 09:14:02,2025-07-07 09:59:06,4,16384,1,3,intel-haswell,normal,True,True,172.20.41.132,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,303192,274640,258168,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap2/ecbrtsap2.vmx,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap2/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap2/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap2/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3686,422e2271-bc90-cae2-b9cb-fb0235c6ba1c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap3,poweredOn,False,False,green,ecbrtsap3.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2020-12-16 07:24:46,2025-07-07 10:00:25,2,8192,1,2,intel-haswell,normal,True,True,172.20.41.133,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,264280,177726,169446,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap3/ecbrtsap3.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap3/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap3/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsap3/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3683,422e98c8-78c8-a255-4cb4-d7b69ecf8ede,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap4,poweredOn,False,False,green,ecbrtsap4.bgr.com,connected,running,green,False,2022-10-19 07:59:29,,2020-12-16 07:40:20,2025-07-03 16:26:15,2,8192,1,2,intel-haswell,normal,True,True,172.20.41.134,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,202837,137276,128999,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap4/ecbrtsap4.vmx,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap4/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap4/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsap4/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3684,422ebb3b-5325-6cc9-86a1-008b66298752,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap5,poweredOn,False,False,green,ecbrtsap5.bgr.com,connected,running,green,False,2024-10-24 14:42:16,,2022-08-10 04:51:00,2025-07-07 09:39:50,4,8192,1,3,intel-haswell,normal,True,True,172.20.41.149,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,667790,135763,127484,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap5/ecbrtsap5.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap5/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap5/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap5/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4223,422efd6a-32b6-2cf9-c4d6-4896c4f48be8,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsap6,poweredOn,False,False,green,ecbrtsap6.bgr.com,connected,running,green,False,2022-10-19 07:59:33,,2021-07-20 11:28:10,2025-07-07 10:00:07,4,8192,1,2,intel-haswell,normal,True,True,172.20.41.151,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,213079,107681,99402,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap6/ecbrtsap6.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap6/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap6/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsap6/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4357,422e6f76-6427-c9c6-6084-955251b48b6a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsass02,poweredOn,False,False,green,ECBRTSASS02.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2024-05-09 16:19:59,2025-07-07 09:59:20,4,8192,1,2,intel-haswell,normal,True,,172.20.41.237,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,182358,40863,32585,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsass02/ecbrtsass02.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsass02/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsass02/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsass02/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14258,422ee060-656a-91ae-7de4-5125d83a6273,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtscc01,poweredOn,False,False,green,ecbrtscc01.bgr.com,connected,running,green,False,2023-06-28 17:13:14,,2022-08-09 17:24:49,2025-07-07 10:37:05,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.87,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,239698,235101,230923,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtscc01/ecbrtscc01.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtscc01/,[DiskLun_Servidores_Test_Nimble_1] ecbrtscc01/,[DiskLun_Servidores_Test_Nimble_1] ecbrtscc01/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3228,423e01eb-2e8e-9584-d5ed-08d3c60830b0,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtscl03,poweredOn,False,False,green,ecbrtscl03.bgr.com,connected,running,green,False,2025-07-07 09:55:59,,2023-04-17 17:38:05,2025-07-07 09:54:00,4,20480,2,5,intel-haswell,normal,True,True,192.168.1.100,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,496734,417752,397178,,,,,,False,0,10000,False,False,bios,19,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl03_1/ecbrtscl03.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl03_1/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl03_1/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl03_1/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7592,422edc26-2d22-62d2-85c1-56df1a63a687,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtscl04,poweredOn,False,False,green,ecbrtscl04.bgr.com,connected,running,green,False,2025-07-07 09:55:59,,2023-04-17 17:39:08,2025-07-07 09:53:59,4,20480,2,5,intel-haswell,normal,True,True,192.168.1.101,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,496733,411592,391019,,,,,,False,0,10000,False,False,bios,19,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl04/ecbrtscl04.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl04/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl04/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl04/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7593,422ec5e6-42a3-fb8c-70da-995f1c997bce,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtscl05,poweredOn,False,False,green,ecbrtscl05.bgr.com,connected,running,green,False,2025-07-07 09:55:59,,2023-05-02 11:52:19,2025-07-07 09:53:59,4,20480,2,4,intel-haswell,normal,True,True,192.168.1.102,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,491605,215757,195192,,,,,,False,0,10000,False,False,bios,19,success,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl05/ecbrtscl05.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl05/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl05/,[DiskLun_Servidores_Test_Nimble_4] ecbrtscl05/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7602,422e2ef3-9186-df9b-ff42-39bf8aa02f63,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsf02,poweredOn,False,False,green,ecbrtsf02.bgr.com,connected,running,green,False,2025-04-22 07:59:05,,2022-08-10 03:09:00,2025-07-07 10:00:45,4,4096,1,2,intel-haswell,normal,True,True,172.20.41.90,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,311380,246989,242809,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf02/ecbrtsf02.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf02/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf02/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf02/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-13570,423e7640-07e4-a13b-044f-2df37040a081,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsf02clon,poweredOn,False,False,green,ecbrtsf02clon.bgr.com,connected,running,green,False,2025-03-23 22:44:03,,2025-03-23 22:41:50,2025-07-03 16:26:14,4,4096,1,2,intel-haswell,normal,True,True,172.20.41.5,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,311380,239339,235159,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf02clon/ecbrtsf02clon.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf02clon/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf02clon/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf02clon/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-46539,422e2acd-b9c0-3056-518f-12c664b04550,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsf03,poweredOn,False,False,green,ecbrtsf03.bgr.com,connected,running,green,False,2025-06-21 01:44:40,,2023-05-10 11:16:45,2025-07-03 16:27:49,4,8192,1,2,intel-haswell,normal,True,,172.20.41.205,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,391263,57803,55660,,,,,,False,0,10000,False,False,bios,13,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf03/ecbrtsf03.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf03/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf03/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsf03/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7615,422e2f56-797b-2929-44db-745a12d4cbaf,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ECBRTSF04,poweredOn,False,False,green,ECBRTSF04.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2024-07-08 17:31:50,2025-07-07 09:59:06,2,8192,1,2,intel-haswell,normal,True,,172.20.41.252,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,120916,87230,78954,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_5] ECBRTSF04/ECBRTSF04.vmx,[DiskLun_Servidores_Test_Nimble_5] ECBRTSF04/,[DiskLun_Servidores_Test_Nimble_5] ECBRTSF04/,[DiskLun_Servidores_Test_Nimble_5] ECBRTSF04/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-17416,422e4a9b-ee49-0ec1-b5f9-126893309a0d,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsf05,poweredOn,False,False,green,ECBRTSF05.bgr.com,connected,running,green,False,2025-06-21 02:09:40,,2025-01-07 09:28:57,2025-07-07 09:36:40,2,6144,1,2,intel-haswell,normal,True,,172.20.41.3,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,221268,57624,51396,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf05/ecbrtsf05.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf05/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf05/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsf05/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-38570,422ed4e4-fc07-6354-9689-d85ac966db84,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsh01,poweredOn,False,False,green,ecbrtsh01.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2022-08-10 00:56:57,2025-07-07 10:16:49,4,4096,1,2,intel-haswell,normal,True,True,172.20.41.129,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,260180,87315,83135,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsh01/ecbrtsh01.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsh01/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsh01/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsh01/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3214,423e9c67-97b6-7e80-ec12-ce29a4737fae,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
