VM,Powerstate,Template,SRM Placeholder,Size MiB,Memory Reservation Locked To Max,Overhead,Max,Consumed,Consumed Overhead,Private,Shared,Swapped,Ballooned,Active,Entitlement,DRS Entitlement,Level,Shares,Reservation,Limit,Hot Add,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrprq48,poweredOn,False,False,12288,False,0,12288,12360,74,12287,1,0,0,1105,12623,4474,normal,122880,0,-1,True,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3038,423e860f-a647-7fac-041c-3d1d816e193e,,172.20.1.174,172.20.1.174
ecbrprq49,poweredOn,False,False,16384,False,0,16384,16474,93,16381,3,0,0,2621,16756,6039,normal,163840,0,-1,True,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-2784,423e225c-7994-2714-1c58-b8e25d1517d8,,172.20.1.174,172.20.1.174
ecbrprq50,poweredOn,False,False,18432,False,0,18432,18539,108,18432,0,0,0,1658,18844,6097,normal,163840,0,-1,True,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1605,423e80dd-bd36-45e5-e57d-dc99b60d7706,,172.20.1.174,172.20.1.174
ecbrprq52,poweredOn,False,False,12288,False,0,12288,12361,74,12288,0,0,0,1966,12623,4678,normal,122880,0,-1,True,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3039,423ec830-8a05-8553-ea79-8508c157e9b1,,172.20.1.174,172.20.1.174
ecbrprq55,poweredOn,False,False,13312,False,0,13312,13394,83,13311,1,0,0,1996,13667,5219,normal,133120,0,-1,True,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4202,422ee386-7506-8060-a120-da421dd8b299,,172.20.1.174,172.20.1.174
ecbrprq58,poweredOn,False,False,65536,False,0,65536,18113,260,17851,47685,0,0,1966,66653,10190,normal,655360,6144,-1,True,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-5387,422e9cf0-b607-0010-21e1-9399a2f5ec5e,,172.20.1.174,172.20.1.174
ecbrprq59,poweredOn,False,False,20480,False,0,20480,20592,114,20479,1,0,0,5120,21316,10563,normal,204800,6144,-1,True,,"Sun Jul  6 17:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-5714,422e528b-8e3f-5687-6e15-66d45ec796a1,,172.20.1.174,172.20.1.174
ecbrprq62,poweredOn,False,False,16384,False,0,16384,16472,89,16384,0,0,0,2129,16758,5943,normal,163840,0,-1,True,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10167,4c43efd1-098b-45a8-8745-55e78037bfff,,172.20.1.174,172.20.1.174
ecbrprq64,poweredOn,False,False,18432,False,0,18432,18553,126,18428,4,0,0,1474,19314,10097,normal,184320,6144,-1,True,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7500,422e6639-3aa6-32e6-3707-b7f5ddf7c234,,172.20.1.174,172.20.1.174
ecbrprq68,poweredOn,False,False,16384,False,0,16384,16464,90,16375,9,0,0,1966,16807,6285,normal,163840,0,-1,True,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-45200,422e0e64-5689-0051-57b9-19bdd12af5ec,,172.20.1.174,172.20.1.174
ecbrprq69,poweredOn,False,False,122880,False,0,122880,123003,427,122577,287,0,0,1228,124310,36682,normal,1228800,6144,-1,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-33763,422ed1dc-833d-6102-deef-006668a6ffad,,172.20.1.174,172.20.1.174
ecbrprq70,poweredOn,False,False,24576,False,0,24576,24688,114,24575,1,0,0,2949,25044,9891,normal,245760,0,-1,True,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-36322,422eb63a-0bf1-cb2c-450b-c5812def1371,,172.20.1.174,172.20.1.174
ecbrprq71,poweredOn,False,False,40960,False,0,40960,41123,169,40955,5,0,0,3276,41534,13023,normal,409600,0,-1,True,,"Tue Jul  8 20:07:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-46753,422e3254-84bc-2920-5399-8d3f0c457d1d,,172.20.1.174,172.20.1.174
ecbrprq72,poweredOn,False,False,16384,False,0,16384,16463,89,16375,9,0,0,2129,16807,5941,normal,163840,0,-1,True,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-55040,422eae7a-52a2-13c1-8b74-72c3946c9982,,172.20.1.174,172.20.1.174
ecbrprs01,poweredOn,False,False,2048,False,0,2048,2083,35,2048,0,0,0,184,2320,979,normal,20480,0,-1,True,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-878,423e96bb-b3d9-fce2-572e-efd17e4f90c0,,172.20.1.174,172.20.1.174
ecbrprs02,poweredOn,False,False,2048,False,0,2048,2081,35,2047,1,0,0,204,2320,909,normal,20480,0,-1,True,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-879,423e5664-e8e1-5b03-0252-10ed5f8ba137,,172.20.1.174,172.20.1.174
ecbrprsi11,poweredOn,False,False,24576,False,0,24576,24683,116,24568,8,0,0,13516,25044,17336,normal,245760,0,-1,True,,"Sat Jul  5 21:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-21461,422e1ba5-d5a6-8d6f-7d16-bff18fb377bc,,172.20.1.174,172.20.1.174
ecbrprsi12,poweredOn,False,False,8192,False,0,8192,8252,65,8187,5,0,0,1802,8569,3603,normal,81920,0,-1,True,,"Sat Jul  5 21:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-21460,422e9341-6e1f-d259-36ca-771a0519ea71,,172.20.1.174,172.20.1.174
ECBRPRSI13,poweredOn,False,False,6144,False,0,6144,6194,53,6142,2,0,0,1474,6496,2771,normal,61440,0,-1,True,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-48555,422e80a2-0858-2f54-d396-97557a37954a,,172.20.1.174,172.20.1.174
ECBRPRSI14,poweredOn,False,False,6144,False,0,6144,6192,53,6140,4,0,0,1290,6495,2834,normal,61440,0,-1,True,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-48556,422e1515-3dba-bb1b-9b92-6a34b54fc814,,172.20.1.174,172.20.1.174
ecbrprsm1,poweredOn,False,False,8192,False,0,8192,8251,60,8192,0,0,0,1228,8555,3430,normal,81920,0,-1,True,,"Tue Jul  8 17:24:34 2025 -0500,ecbrprps1.bgr.com,TestToCloud",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-42336,422e6675-0a6d-2453-0a53-57c78f6e852c,APLICACIONES,172.20.1.174,172.20.1.174
ecbrprsm4,poweredOn,False,False,20480,False,0,20480,20594,120,20475,3,0,0,3276,20938,10184,normal,204800,6144,-1,True,,"Sat Jul  5 08:00:22 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-48550,422e2351-6d49-ff3d-ef4a-5016626ea69f,,172.20.1.174,172.20.1.174
ecbrprsp01,poweredOn,False,False,32768,False,0,32768,32942,174,32768,0,0,0,1966,33288,9891,normal,327680,0,-1,True,,"Tue Jul  8 20:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-14330,33b856a5-e49b-4bb3-b225-ccd128c75b4d,,172.20.1.174,172.20.1.174
ecbrprsr1,poweredOff,False,False,16384,False,0,16384,0,0,0,0,0,0,0,0,0,normal,163840,0,-1,True,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),,vm-39419,422e03d3-0405-e305-6fd8-52c21d2c6931,,172.20.1.174,172.20.1.174
ecbrprsrm1,poweredOn,False,False,5120,False,0,5120,5170,51,5120,0,0,0,1382,5415,2526,normal,81920,0,-1,True,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-462,423e68a3-d649-3201-893f-bf7b452e6b15,,172.20.1.174,172.20.1.174
ecbrprti01,poweredOn,False,False,22528,False,0,22528,22673,146,22528,0,0,0,3153,23002,8639,normal,225280,0,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10561,336bef65-efc5-43c2-9342-257f0e2da377,,172.20.1.174,172.20.1.174
ecbrprti02,poweredOn,False,False,28672,False,0,28672,28809,138,28672,0,0,0,5734,29141,12582,normal,286720,0,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7520,2f3de766-1a4f-487e-80ab-2748f98c5b6c,,172.20.1.174,172.20.1.174
ecbrprti03,poweredOn,False,False,20480,False,0,20480,20584,105,20480,0,0,0,4915,20886,8781,normal,204800,0,-1,True,,"Wed Jul  9 00:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7296,630447bd-1035-4127-9e75-bc7c2af1f0c4,,172.20.1.174,172.20.1.174
ecbrprti05,poweredOn,False,False,24576,False,0,24576,24639,124,24516,60,0,0,2703,25022,9118,normal,245760,0,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-5841,422e117f-bafc-911a-ec19-e17a55cf2a16,,172.20.1.174,172.20.1.174
ecbrprti06,poweredOn,False,False,12288,False,0,12288,12365,78,12288,0,0,0,3194,12637,6055,normal,122880,0,-1,True,,"Wed Jul  9 00:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-5842,422e2c2a-d0bd-1b6d-346b-afa78cf0e4c8,,172.20.1.174,172.20.1.174
ecbrprti08,poweredOn,False,False,16384,False,0,16384,16472,99,16374,10,0,0,983,16818,5411,normal,163840,0,-1,True,,"Sat Jul  5 20:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_TOOLS_COLABORATIVAS",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-22954,422e1ec7-6d3e-3d7a-66cf-73a2ef718b10,,172.20.1.174,172.20.1.174
ecbrprti09,poweredOn,False,False,16384,False,0,16384,16463,89,16375,1,0,0,1802,16807,5597,normal,163840,0,-1,True,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2025 (64-bit),vm-54915,422eff43-3f28-20b3-faf8-1bd9f314a744,,172.20.1.174,172.20.1.174
ecbrprvc3,poweredOn,False,False,21504,False,0,21504,21594,102,21492,0,0,0,3655,21904,8869,normal,215040,0,-1,True,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Other 3.x or later Linux (64-bit),VMware Photon OS (64-bit),vm-23043,422ed7f8-8018-75fa-0d38-57bd49c4f869,,172.20.1.174,172.20.1.174
ECBRPRVM01,poweredOn,False,False,4096,False,0,4096,4142,51,4092,4,0,0,901,4451,2102,normal,40960,0,-1,True,,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-53224,422e27a9-2a5e-8f83-cb98-f71e3ceda7c4,,172.20.1.174,172.20.1.174
ecbrprw01,poweredOn,False,False,2048,False,0,2048,2096,48,2048,0,0,0,184,2388,1002,normal,20480,0,-1,True,,"Tue Jul  8 20:01:40 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14290,4dae3d98-1950-4072-810e-b5b546e64b1a,,172.20.1.174,172.20.1.174
ecbrprw02,poweredOn,False,False,2048,False,0,2048,2099,51,2048,0,0,0,266,2388,1032,normal,20480,0,-1,True,,"Tue Jul  8 20:01:40 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14292,d51122c8-22aa-4a4b-bdfd-e524b5453fc3,,172.20.1.174,172.20.1.174
ecbrprw03,poweredOn,False,False,2048,False,0,2048,2102,54,2048,0,0,0,266,2390,1049,normal,20480,0,-1,True,,"Tue Jul  8 20:02:05 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14289,f2e27bfd-ce07-4337-996a-8e29555e5556,,172.20.1.174,172.20.1.174
ecbrprw04,poweredOn,False,False,2048,False,0,2048,2102,54,2048,0,0,0,204,2390,1040,normal,20480,0,-1,True,,"Tue Jul  8 20:02:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-19361,6eb6fd9f-09e5-4319-99b2-793579bdec8d,,172.20.1.174,172.20.1.174
ecbrprw06,poweredOn,False,False,6144,False,0,6144,6196,53,6144,0,0,0,1105,6445,2813,normal,61440,0,-1,True,,"Tue Jul  8 20:02:50 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14327,7a297245-cbea-4952-992e-8afdb68c88ad,,172.20.1.174,172.20.1.174
ecbrprw07,poweredOn,False,False,2928,False,0,2928,2982,55,2928,0,0,0,761,3274,1621,normal,29280,0,-1,True,,"Tue Jul  8 20:03:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2008 (64-bit),Microsoft Windows Server 2008 (64-bit),vm-14293,42b0beba-4dd1-4753-a36d-5b1b97e6de27,,172.20.1.174,172.20.1.174
ecbrprw08,poweredOn,False,False,2048,False,0,2048,2100,52,2048,0,0,0,245,2390,1019,normal,20480,0,-1,True,,"Tue Jul  8 20:03:30 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14282,1791181a-b9ad-4854-9743-0a2eaa53876a,,172.20.1.174,172.20.1.174
ecbrprw15,poweredOn,False,False,4096,False,0,4096,4150,55,4096,0,0,0,1269,4421,2183,normal,40960,0,-1,True,,"Tue Jul  8 20:03:53 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-14324,da2c326e-af8c-4214-b8df-eb797be75e10,,172.20.1.174,172.20.1.174
ecbrprw16,poweredOn,False,False,8192,False,0,8192,8255,64,8192,0,0,0,1884,8931,8930,normal,81920,8192,-1,True,,"Tue Jul  8 20:04:05 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14320,6e52ec16-7e5f-4d95-9ddd-08a350743464,,172.20.1.174,172.20.1.174
ecbrprw17,poweredOn,False,False,8192,False,0,8192,8217,64,8154,38,0,0,983,8931,5849,normal,40960,4096,-1,True,,"Tue Jul  8 20:04:32 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14276,04015500-6935-477c-b895-49f62984dc35,,172.20.1.174,172.20.1.174
ecbrprw19,poweredOn,False,False,6144,False,0,6144,6197,54,6144,0,0,0,860,6444,2544,normal,61440,0,-1,True,,"Tue Jul  8 20:05:09 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-14319,deb78018-ca2e-4f3d-ba2a-f54697f917f5,,172.20.1.174,172.20.1.174
ecbrprw20,poweredOn,False,False,18432,False,0,18432,18533,102,18432,0,0,0,1105,18847,5851,normal,184320,0,-1,True,,"Tue Jul  8 20:05:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-14335,9813e3b3-17f3-44f3-b52f-6c602ab24d4f,,172.20.1.174,172.20.1.174
ecbrprw25,poweredOn,False,False,8192,False,0,8192,8219,64,8156,36,0,0,1474,8931,5850,normal,81920,4096,-1,True,,"Tue Jul  8 20:05:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14272,364be988-25dc-4dd2-9373-2ca019d5562d,,172.20.1.174,172.20.1.174
ecbrprw27,poweredOn,False,False,8192,False,0,8192,8257,66,8192,0,0,0,1310,8518,3466,normal,81920,0,-1,True,,"Tue Jul  8 20:05:22 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14326,6422b2db-4991-439c-afcc-94023507102e,,172.20.1.174,172.20.1.174
ecbrprw29,poweredOn,False,False,4096,False,0,4096,4158,62,4096,0,0,0,245,4447,1534,normal,40960,0,-1,True,,"Tue Jul  8 20:05:23 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14275,69840ffa-15b3-4f1a-825c-acacfe29135f,,172.20.1.174,172.20.1.174
ecbrprw30,poweredOn,False,False,1904,False,0,1904,1956,52,1904,0,0,0,228,2238,957,normal,19040,0,-1,True,,"Tue Jul  8 20:06:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14288,67dfd1ed-820c-4338-a38c-913147f3e07e,,172.20.1.174,172.20.1.174
ecbrprw31,poweredOn,False,False,3696,False,0,3696,3755,61,3695,1,0,0,221,4045,1449,normal,36960,0,-1,True,,"Tue Jul  8 20:07:04 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14284,9ddab1c2-dcd9-4051-b44a-622f9499a8a0,,172.20.1.174,172.20.1.174
ecbrprw32,poweredOn,False,False,8192,False,0,8192,8266,75,8192,0,0,0,901,8547,3262,normal,81920,0,-1,True,"Servidor de tarificación de TEUNO, se encuentra conectado fisicamente un usb por el licenciamiento de la aplicacion SACET.","Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-991,423e1fca-3039-3131-e6f6-c7e608b58dd8,,172.20.1.174,172.20.1.174
ecbrprw33,poweredOn,False,False,16384,False,0,16384,16471,100,16372,12,0,0,2293,17197,9514,normal,163840,6144,-1,True,,"Wed Jul  9 00:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14297,28da75c5-2866-4c22-a8fa-ad47bc084bdc,,172.20.1.174,172.20.1.174
ecbrprw35,poweredOn,False,False,8192,False,0,8192,8251,60,8192,0,0,0,1064,8504,3194,normal,81920,0,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-14325,6e2bb03b-cec6-45fb-b42d-0355ba7cb590,,172.20.1.174,172.20.1.174
ecbrprw38,poweredOn,False,False,16384,False,0,16384,16404,103,16302,42,0,0,2293,16849,7612,normal,163840,4096,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14287,40dd6903-5ceb-4eed-8504-caf2aa8f6f2f,,172.20.1.174,172.20.1.174
ECBRPRW38_RFC1335,poweredOn,False,False,16384,False,0,16384,16451,109,16342,34,0,0,1474,16850,7624,normal,163840,4096,-1,True,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-57461,422e11f8-08d8-efb2-a481-467be7ae6a5b,,172.20.1.174,172.20.1.174
ecbrprw39,poweredOn,False,False,16384,False,0,16384,16416,105,16312,36,0,0,3112,16850,7616,normal,163840,4096,-1,True,,"Wed Jul  9 00:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14277,0ffae6b4-c099-460a-bdb7-6864aafd0478,,172.20.1.174,172.20.1.174
