Server Group,Server Asset,Server Machine,Server IP,Server Process,Wave,Migration Strategy,Business Application
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Redis Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE26,172.20.1.137,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,IIS Worker Process (WsacNotificaciones),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,IIS Worker Process (Wsac),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,CargaGestionesMasivas.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,OutboundSyncTool.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Web App (DefaultAppPool + PRUEBA + SACADMIN + WSAC + WSACACTIVOS + WSACACUERDOSDEPAGO + WSACNOTIFICACIONES),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW35,172.20.1.101,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,NXLog,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Web App (BITACORARECURRENTESII + DefaultAppPool + MEDICIONSLASII),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,BGR186QV1,172.20.1.85,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",WinSCP,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvWinTokensBGR.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",BGRPortal.ProcesamientoCuentasMasivas.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioWinNotificacionReajustesTasas.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",CatalogoEasyPagos.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioWinNotificacionEstadosCuentasCorrientes.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioWinNotificador.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvWinNotificacionClientes.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvEnvioTransferenciaDirecta.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvTransferenciasDirectasReportes.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvCuentasMasivas.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvRecepcionTransferenciaDirecta.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvTransferenciasDirectasNotificacionReversos.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvConsultaPlaceToPay.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvCobroEmisionTarjetasDebito.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvNotificacionCertificadosBancarios.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",CRMBGR.ServicioSincronizaCRM.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvProcesaDocumentos.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioPagosProgramadosFacilito.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioValidacionTransaccionesAnyway.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioNotificacionPagosProgramados.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvReversoAvances.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",ServicioPagosProgramados.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",SrvProcesaHabilitantesCuentas.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Web App (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW64,"172.20.1.224,172.20.1.226",***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,IIS Worker Process (WS_FTP_SERVER),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,IIS Worker Process (WSFTPSVR_WTM),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,SSH Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Web App (AHT + DefaultAppPool + THINCLIENT + WSFTP.WEBSERVICEHOST + WSFTPSVR + WSFTPSVR_WTM + WS_FTP.SERVICEHOST + WS_FTP_SERVER + XFT.WEBSERVICEHOST),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF06,172.20.1.117,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Background Task Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,IIS Worker Process (WS_FTP_SERVER),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,IIS Worker Process (WSFTPSVR_WTM),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Web App (AHT + DefaultAppPool + THINCLIENT + WSFTP.WEBSERVICEHOST + WSFTPSVR + WSFTPSVR_WTM + WS_FTP.SERVICEHOST + WS_FTP_SERVER + XFT.WEBSERVICEHOST),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,SSH Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRF05,172.20.1.16,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,IIS Worker Process (SwitchSPNPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW19,172.20.1.31,Web App (DefaultAppPool + SWITCHSPN + SwitchSPNPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",IIS Worker Process (APPBGRPortal),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",IIS Worker Process (BGRBancaDigitalBackOfficePool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Web App (APPBGRPORTAL + BGRBANCADIGITALBACKOFFICE + BGRBancaDigitalBackOfficePool + DefaultAppPool + MSMQ + PORTALINTEGRACIONBGR + PortalAppPool + VIRTUALQUEUE),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRWE27,"172.20.115.13,172.20.115.18",Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",Filebeat,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",IIS Worker Process (BGRInterfacesSigloAppPoolMS),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",IIS Worker Process (BGRInterfacesSigloAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",IIS Worker Process (BGRInterfacesSigloAppPoolWT),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",IIS Worker Process (BGRInterfacesSigloAppPoolApps),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Identity and Access Management;Computer Security,ECBRPRW38,"172.20.1.57,172.20.42.53",Trend Micro Cloud Endpoint,Backlog,Rehost,-
